sentence_id,documento,orden_frase,tema,keyword_detectada,frase_original,frase_normalizada,n_palabras,n_positivo,n_negativo,polaridad_bruta,polaridad_normalizada,etiqueta_polaridad,palabras_positivas_detectadas,palabras_negativas_detectadas
heraldo_001700,heraldo,1700,colonialismo,estados unidos,"Y resuelta la legendaria España, a marchar porma via de progreso posito concede el derecho de sufrago sus mujeres, sin lucha cas por parte de estas: por un rego noble y humano de un gobierno periorpudente el cual considerando que actuar contra las orientes de la enen ena atraer el derrento más caperlo sobre su nación tomo la via quella del progreso. prefriendo nuralor con al que suilarse en la enerosa noche del engerresmo y la mulación. pen por nuestra Male atorta. quien hubiera crello que en los Estados Unidos habria, tenido que hallar la mujer como herina para tener el rentamiento de s dereno, durante encuenta años y en mamaña lo consiguiera en un minto: Lección hermosa que ha dado la patria genial de Ladel la Catolea, a la poderosa nación que se enoranno en hamare cuna de la Libertad y estandarte de la penorra del mundo.",y resuelta la legendaria espana a marchar porma via de progreso posito concede el derecho de sufrago sus mujeres sin lucha cas por parte de estas por un rego noble y humano de un gobierno periorpudente el cual considerando que actuar contra las orientes de la enen ena atraer el derrento mas caperlo sobre su nacion tomo la via quella del progreso prefriendo nuralor con al que suilarse en la enerosa noche del engerresmo y la mulacion pen por nuestra male atorta quien hubiera crello que en los estados unidos habria tenido que hallar la mujer como herina para tener el rentamiento de s dereno durante encuenta anos y en mamana lo consiguiera en un minto leccion hermosa que ha dado la patria genial de ladel la catolea a la poderosa nacion que se enoranno en hamare cuna de la libertad y estandarte de la penorra del mundo,148,5,0,5,0.0337837837837837,positiva,hermosa; libertad; noble; progreso,
heraldo_002227,heraldo,2227,colonialismo,independencia,"Damos las más expresivas gracias a este distinguido colega por el artículo encomiástico que nos delica a cuyos elosios no nos consideramos acreedoras Aunque con escasos méritos, por una necesidad de muestra alma procuraremos ayudar en la media: de nuestras fuerzas a la cultura patria Pero hemos de decir á nuestro estimado colega, que después de estudiar durante cuarenta años el espiritismo y sus fenómenos, abrigamos la convicción firme de que es la ciencia la que ha de estudiar; con independencia de toda idea religiosa, sus fenómenos.",damos las mas expresivas gracias a este distinguido colega por el articulo encomiastico que nos delica a cuyos elosios no nos consideramos acreedoras aunque con escasos meritos por una necesidad de muestra alma procuraremos ayudar en la media de nuestras fuerzas a la cultura patria pero hemos de decir a nuestro estimado colega que despues de estudiar durante cuarenta anos el espiritismo y sus fenomenos abrigamos la conviccion firme de que es la ciencia la que ha de estudiar con independencia de toda idea religiosa sus fenomenos,87,5,0,5,0.057471264367816,positiva,alma; ciencia; cultura; distinguido; estimado,
heraldo_000130,heraldo,130,colonialismo,independencia,Los latino americanos debemos reconocer y esteriorar esos sentimientos que nos levaran una mejor inte. generas primeros sereamientos en este pares que nos entara amario de las nos mueras nuras que tenemos que mos aseparan nuestra muertas pues ementes y las independencia de muestras recibienen estos momentos de tos presenta a queruinas de pamueres sermientos en este en empresion ella meen de tener ese esto dentes de poen cualquenos tanto en quero que panamos es unos de es empresio que sera para pagar los manos pasios de la muera y emostremos es que menos compre mino y pero los mantes esmeros de este para para secreta la humanas una vias mejor tranque ibre.,los latino americanos debemos reconocer y esteriorar esos sentimientos que nos levaran una mejor inte generas primeros sereamientos en este pares que nos entara amario de las nos mueras nuras que tenemos que mos aseparan nuestra muertas pues ementes y las independencia de muestras recibienen estos momentos de tos presenta a queruinas de pamueres sermientos en este en empresion ella meen de tener ese esto dentes de poen cualquenos tanto en quero que panamos es unos de es empresio que sera para pagar los manos pasios de la muera y emostremos es que menos compre mino y pero los mantes esmeros de este para para secreta la humanas una vias mejor tranque ibre,113,2,0,2,0.0176991150442477,positiva,mejor,
heraldo_001322,heraldo,1322,colonialismo,independencia,"Y bien, qué hombre y qué pueblo digno no aspira á su independencia? Pero ¿tenemos nosotros dinero suficiente para hacer frente á las responsabilidades y desembolsos que esa clase de gobierno lleva consigo? ¡No seamos niños! Pensemos con sensatez.",y bien que hombre y que pueblo digno no aspira a su independencia pero tenemos nosotros dinero suficiente para hacer frente a las responsabilidades y desembolsos que esa clase de gobierno lleva consigo no seamos ninos pensemos con sensatez,39,2,0,2,0.0512820512820512,positiva,bien; digno,
heraldo_000078,heraldo,78,colonialismo,independencia,"HaNUESTRO STATUS POLITICO F L Todo pueblo digno aspira á su independencia, eso es maudable.",hanuestro status politico f l todo pueblo digno aspira a su independencia eso es maudable,15,1,0,1,0.0666666666666666,positiva,digno,
heraldo_000081,heraldo,81,colonialismo,estados unidos,"Los Estados Unidos es un pueblo rico, y bien sabido es que mientras mas en es el pueblo, mas ento cuenta todo lo que el puePuerto Rico es un pueblo excesivamente pobre y tiene que pagar los los arrientos presivamente esos somos pures por rales de nuestas y purene era ser muapara en manos estanteras la mayor parte las que en tras pienes esencias en la cada de encar vener el para sas amanetas, sin estar enenen estra amar del encion asias estantes eneramente muerene que pagran en este muertorreno aque espiotan de en moso manado los mismo que es unacero que vue muren tambre y en me er miEs precios tener en cuenta que como la isla no pone los ensue tono de siene a importar el merciante necesionales de empen el persante puertorriqueno, ante la me por ese en queterna un relante es una ene nos herendo por eso en man en ambineamanes a esto que nuestras quenas estan recaradas a nuestos arrer muere los mas, es quienes hay que pasante encarnes susiade como el puere muy nera de verse asuncionEl puertorriqueño ros el hueso, con los suelos exignos.",los estados unidos es un pueblo rico y bien sabido es que mientras mas en es el pueblo mas ento cuenta todo lo que el puepuerto rico es un pueblo excesivamente pobre y tiene que pagar los los arrientos presivamente esos somos pures por rales de nuestas y purene era ser muapara en manos estanteras la mayor parte las que en tras pienes esencias en la cada de encar vener el para sas amanetas sin estar enenen estra amar del encion asias estantes eneramente muerene que pagran en este muertorreno aque espiotan de en moso manado los mismo que es unacero que vue muren tambre y en me er mies precios tener en cuenta que como la isla no pone los ensue tono de siene a importar el merciante necesionales de empen el persante puertorriqueno ante la me por ese en queterna un relante es una ene nos herendo por eso en man en ambineamanes a esto que nuestras quenas estan recaradas a nuestos arrer muere los mas es quienes hay que pasante encarnes susiade como el puere muy nera de verse asuncionel puertorriqueno ros el hueso con los suelos exignos,191,2,1,1,0.0052356020942408,positiva,amar; bien,pobre
heraldo_000262,heraldo,262,colonialismo,estados unidos,"Una delegación de Albania en las Conferencia de la paz, ha explicado Clemencean la cuestión griera proponiendo que los Estados Unidos al ministren durante un ano el territorio reclamado por los albaneses en el que esta melado rechamas al Sur y toda la parte del territorio albanes amerada á Montenero y a servia, y a Euro a Norte, que tanto Grecia como Albania reclaman LOS PAISES AMERICANOS.",una delegacion de albania en las conferencia de la paz ha explicado clemencean la cuestion griera proponiendo que los estados unidos al ministren durante un ano el territorio reclamado por los albaneses en el que esta melado rechamas al sur y toda la parte del territorio albanes amerada a montenero y a servia y a euro a norte que tanto grecia como albania reclaman los paises americanos,67,1,0,1,0.0149253731343283,positiva,paz,
heraldo_000390,heraldo,390,colonialismo,yanqui,"Por que eso sí, el que seinteresa por el bien de ni patria, por más yanqui que sea, tiene mi afecto Vearino sinceros, Señora Storrer de Lago.",por que eso si el que seinteresa por el bien de ni patria por mas yanqui que sea tiene mi afecto vearino sinceros senora storrer de lago,27,1,0,1,0.037037037037037,positiva,bien,
heraldo_001364,heraldo,1364,colonialismo,estados unidos,"En Inglaterra sobre todo y en los Estados Unidos, y aún en Puerto Rico, vemos a la mujer en el periodismo, en la medicina, en el foro, en las artes útiles y liberales, en la pintura, la escultura, y la literatura; la vemos en la tribuna académica, forense y parlamentaria.",en inglaterra sobre todo y en los estados unidos y aun en puerto rico vemos a la mujer en el periodismo en la medicina en el foro en las artes utiles y liberales en la pintura la escultura y la literatura la vemos en la tribuna academica forense y parlamentaria,50,1,0,1,0.02,positiva,utiles,
heraldo_001403,heraldo,1403,colonialismo,estados unidos,"Estados Unidos y alemana, para que fuesen educados into en su alma anterostora.",estados unidos y alemana para que fuesen educados into en su alma anterostora,13,1,0,1,0.0769230769230769,positiva,alma,
heraldo_001079,heraldo,1079,educacion,escuela,"Tenemos costumbre de observar mucho, y más de una vez nos hemos convencido, de que la realidad, en muelas ocasiones, sobrepia las más inverosiniles concenciones románticas. y nunca hemos encontrado al menos en nuestras costumbres y modo de ser ese realismo descarnado que nos presenta la escuela francesa, como si el hombre fuera solo un conjunto de cieno amasado con lágrimas.",tenemos costumbre de observar mucho y mas de una vez nos hemos convencido de que la realidad en muelas ocasiones sobrepia las mas inverosiniles concenciones romanticas y nunca hemos encontrado al menos en nuestras costumbres y modo de ser ese realismo descarnado que nos presenta la escuela francesa como si el hombre fuera solo un conjunto de cieno amasado con lagrimas,61,0,1,-1,-0.0163934426229508,negativa,,lagrimas
heraldo_002604,heraldo,2604,educacion,escuela,Ayuntamiento de Madrid Las inmortales palabras de LincolHERALDO DE LA MUJER. que era un pobre y hambriento maestro de escuela en perina y en inas de puesto preso por el gobierno prusimo.,ayuntamiento de madrid las inmortales palabras de lincolheraldo de la mujer que era un pobre y hambriento maestro de escuela en perina y en inas de puesto preso por el gobierno prusimo,32,0,1,-1,-0.03125,negativa,,pobre
heraldo_000377,heraldo,377,educacion,escuela,"Y que todas nuestras damasusen trores de percal, porque las campesinas no pueden usarlos de seda vas todo lo demás Eso sería menos perindicia, para nuestro futuro además tenemos entendido que la asistencia en las escuelas rurales existentes, es muy deficiente debido a la gran miseria de los campesinos que no pueden mandar sus hijos a la escuela sin comer por lo que se ve que el problena es más hondo, y más dificil de resober.",y que todas nuestras damasusen trores de percal porque las campesinas no pueden usarlos de seda vas todo lo demas eso seria menos perindicia para nuestro futuro ademas tenemos entendido que la asistencia en las escuelas rurales existentes es muy deficiente debido a la gran miseria de los campesinos que no pueden mandar sus hijos a la escuela sin comer por lo que se ve que el problena es mas hondo y mas dificil de resober,76,0,2,-2,-0.0263157894736842,negativa,,dificil; miseria
heraldo_000095,heraldo,95,educacion,cultura,"Se le entregará una tarieta en donde conste la representación que obstenta, como porta estandarte de la cultura femenina; y su nombre, si no lo lleva a mal, figurará en el periódico, e iremos publicando los retratos de todas las representantes.",se le entregara una tarieta en donde conste la representacion que obstenta como porta estandarte de la cultura femenina y su nombre si no lo lleva a mal figurara en el periodico e iremos publicando los retratos de todas las representantes,41,1,1,0,0.0,neutra,cultura,mal
heraldo_000368,heraldo,368,educacion,ciencia,"Janer notable cirujano de esta ciudad, que la estado gravisima con la inquena. sigue mejorando palariamente. puede deciree que es una cuma arranceda a la muerte por la ciencia humana, con la ayuda de DO.",janer notable cirujano de esta ciudad que la estado gravisima con la inquena sigue mejorando palariamente puede deciree que es una cuma arranceda a la muerte por la ciencia humana con la ayuda de do,35,1,1,0,0.0,neutra,ciencia,muerte
heraldo_000380,heraldo,380,educacion,escuela,"Vicento nos parece muy acertado pero lo encontramos costoso en los mimentos actuales No creemos tan hecesaria la escuela rural intermedia ni otras cosas El de la graMepron encierra grandes verdades que deben atenderse con lacto, Monseñor lones y el Gobernador. dos Unidos.",vicento nos parece muy acertado pero lo encontramos costoso en los mimentos actuales no creemos tan hecesaria la escuela rural intermedia ni otras cosas el de la gramepron encierra grandes verdades que deben atenderse con lacto monsenor lones y el gobernador dos unidos,43,0,0,0,0.0,neutra,,
heraldo_000708,heraldo,708,educacion,colegio,Ro etín Histórico de Puerto Rico.—Hemos rebido el fumo número de tan motable publinación leno de datos interesantes para nuestra nistoria patria podo el que ame a su país debesuperibase a tan indepensable publicación. rambien hemos recibido algunos poletines lel Colegio de Agricultura de Mayaguez.,ro etin historico de puerto rico hemos rebido el fumo numero de tan motable publinacion leno de datos interesantes para nuestra nistoria patria podo el que ame a su pais debesuperibase a tan indepensable publicacion rambien hemos recibido algunos poletines lel colegio de agricultura de mayaguez,46,0,0,0,0.0,neutra,,
heraldo_000915,heraldo,915,educacion,escuela,"En Montevideo hace tiempo funciona una escuela de esta especie, y está dando resultados magníficos, también las hay en otras partes. ignoramos cual es la imprenta que la va a establecer.",en montevideo hace tiempo funciona una escuela de esta especie y esta dando resultados magnificos tambien las hay en otras partes ignoramos cual es la imprenta que la va a establecer,31,0,0,0,0.0,neutra,,
heraldo_000979,heraldo,979,educacion,escuela,"La escuela Cluy la de Rávena, la de los Cistersianos y Franciscanos, ceden por la fuerza novadora de los humanistas, la exégesis estética á los artesanos laicos, Más tarde el mártir Savonarola, el último asceta del placido valle de la umbría, purgó el postrer arrebato de la Florencia Evangelista.",la escuela cluy la de ravena la de los cistersianos y franciscanos ceden por la fuerza novadora de los humanistas la exegesis estetica a los artesanos laicos mas tarde el martir savonarola el ultimo asceta del placido valle de la umbria purgo el postrer arrebato de la florencia evangelista,49,0,0,0,0.0,neutra,,
heraldo_001201,heraldo,1201,educacion,educación,"Estudia el Dr. del Valle esta cuestión cientiAyuntamiento de Madrid HERALDO DE LA MUJER ficamente, basando origenes patológicos a esas propensiones a un vicio denigrante, que corroe los organismos de mujeres de escasa mentalidad y ninguna educación ni moral ni religiosa.",estudia el dr del valle esta cuestion cientiayuntamiento de madrid heraldo de la mujer ficamente basando origenes patologicos a esas propensiones a un vicio denigrante que corroe los organismos de mujeres de escasa mentalidad y ninguna educacion ni moral ni religiosa,41,1,1,0,0.0,neutra,educacion,vicio
heraldo_001516,heraldo,1516,educacion,escuela,EL COLEGIO DE AGRICULTURA DE MAYAGUEZ VIA ESCUELA POLITECNICA DE SAN CER.,el colegio de agricultura de mayaguez via escuela politecnica de san cer,12,0,0,0,0.0,neutra,,
heraldo_001516,heraldo,1516,educacion,colegio,EL COLEGIO DE AGRICULTURA DE MAYAGUEZ VIA ESCUELA POLITECNICA DE SAN CER.,el colegio de agricultura de mayaguez via escuela politecnica de san cer,12,0,0,0,0.0,neutra,,
heraldo_001538,heraldo,1538,educacion,escuela,TEATRO Y ESCUELA DE HUMACAO.,teatro y escuela de humacao,5,0,0,0,0.0,neutra,,
heraldo_002870,heraldo,2870,educacion,educación,"Pero el amor, y las funciones maternales de una mujer superior que sepa formar el corazón e ilustraro despertar la inteligencia de sus hijos, no se consigue con ningún dinero: es obra de la educación que se le de á la mujer, considerándola un ser pensante, como el hombre, con inteligencia, cerebro, corazón y sensatez para llevar á cabodignamente las funciones de la vida; y ser madre inspiradora, y esposa cooperadora en la obra magna, de educar una familia para el bien y el progreso de la sociedad, que es el cojunto de familias y por ende de la humanidad, que es el conjunto de sociedades esparcidas en las distintas y hermosas tierras de nuestro planeta, mundo sideral que Dios nos ha dado por morada, para que lo embellezcamos con los adelantos de una pujante civilización, y lo perfeccionemos con una vida moral y humana, que nos conduzca por los luminosos senderos del Bien y de la Ciencia; para que nuestras almas, al desprenderse de esta tierra, puedan seguir los caminos de luz por ese espacio infinito, lleno de bellezas, que de aquí vilumbramos, y que son las moradas del Padre, de que nos hablabaAna ROQUE DE DUPREY.",pero el amor y las funciones maternales de una mujer superior que sepa formar el corazon e ilustraro despertar la inteligencia de sus hijos no se consigue con ningun dinero es obra de la educacion que se le de a la mujer considerandola un ser pensante como el hombre con inteligencia cerebro corazon y sensatez para llevar a cabodignamente las funciones de la vida y ser madre inspiradora y esposa cooperadora en la obra magna de educar una familia para el bien y el progreso de la sociedad que es el cojunto de familias y por ende de la humanidad que es el conjunto de sociedades esparcidas en las distintas y hermosas tierras de nuestro planeta mundo sideral que dios nos ha dado por morada para que lo embellezcamos con los adelantos de una pujante civilizacion y lo perfeccionemos con una vida moral y humana que nos conduzca por los luminosos senderos del bien y de la ciencia para que nuestras almas al desprenderse de esta tierra puedan seguir los caminos de luz por ese espacio infinito lleno de bellezas que de aqui vilumbramos y que son las moradas del padre de que nos hablabaana roque de duprey,198,15,0,15,0.0757575757575757,positiva,amor; bien; ciencia; civilizacion; despertar; educacion; hermosas; inteligencia; luz; progreso; superior; vida,
heraldo_002870,heraldo,2870,educacion,ciencia,"Pero el amor, y las funciones maternales de una mujer superior que sepa formar el corazón e ilustraro despertar la inteligencia de sus hijos, no se consigue con ningún dinero: es obra de la educación que se le de á la mujer, considerándola un ser pensante, como el hombre, con inteligencia, cerebro, corazón y sensatez para llevar á cabodignamente las funciones de la vida; y ser madre inspiradora, y esposa cooperadora en la obra magna, de educar una familia para el bien y el progreso de la sociedad, que es el cojunto de familias y por ende de la humanidad, que es el conjunto de sociedades esparcidas en las distintas y hermosas tierras de nuestro planeta, mundo sideral que Dios nos ha dado por morada, para que lo embellezcamos con los adelantos de una pujante civilización, y lo perfeccionemos con una vida moral y humana, que nos conduzca por los luminosos senderos del Bien y de la Ciencia; para que nuestras almas, al desprenderse de esta tierra, puedan seguir los caminos de luz por ese espacio infinito, lleno de bellezas, que de aquí vilumbramos, y que son las moradas del Padre, de que nos hablabaAna ROQUE DE DUPREY.",pero el amor y las funciones maternales de una mujer superior que sepa formar el corazon e ilustraro despertar la inteligencia de sus hijos no se consigue con ningun dinero es obra de la educacion que se le de a la mujer considerandola un ser pensante como el hombre con inteligencia cerebro corazon y sensatez para llevar a cabodignamente las funciones de la vida y ser madre inspiradora y esposa cooperadora en la obra magna de educar una familia para el bien y el progreso de la sociedad que es el cojunto de familias y por ende de la humanidad que es el conjunto de sociedades esparcidas en las distintas y hermosas tierras de nuestro planeta mundo sideral que dios nos ha dado por morada para que lo embellezcamos con los adelantos de una pujante civilizacion y lo perfeccionemos con una vida moral y humana que nos conduzca por los luminosos senderos del bien y de la ciencia para que nuestras almas al desprenderse de esta tierra puedan seguir los caminos de luz por ese espacio infinito lleno de bellezas que de aqui vilumbramos y que son las moradas del padre de que nos hablabaana roque de duprey,198,15,0,15,0.0757575757575757,positiva,amor; bien; ciencia; civilizacion; despertar; educacion; hermosas; inteligencia; luz; progreso; superior; vida,
heraldo_002870,heraldo,2870,educacion,inteligencia,"Pero el amor, y las funciones maternales de una mujer superior que sepa formar el corazón e ilustraro despertar la inteligencia de sus hijos, no se consigue con ningún dinero: es obra de la educación que se le de á la mujer, considerándola un ser pensante, como el hombre, con inteligencia, cerebro, corazón y sensatez para llevar á cabodignamente las funciones de la vida; y ser madre inspiradora, y esposa cooperadora en la obra magna, de educar una familia para el bien y el progreso de la sociedad, que es el cojunto de familias y por ende de la humanidad, que es el conjunto de sociedades esparcidas en las distintas y hermosas tierras de nuestro planeta, mundo sideral que Dios nos ha dado por morada, para que lo embellezcamos con los adelantos de una pujante civilización, y lo perfeccionemos con una vida moral y humana, que nos conduzca por los luminosos senderos del Bien y de la Ciencia; para que nuestras almas, al desprenderse de esta tierra, puedan seguir los caminos de luz por ese espacio infinito, lleno de bellezas, que de aquí vilumbramos, y que son las moradas del Padre, de que nos hablabaAna ROQUE DE DUPREY.",pero el amor y las funciones maternales de una mujer superior que sepa formar el corazon e ilustraro despertar la inteligencia de sus hijos no se consigue con ningun dinero es obra de la educacion que se le de a la mujer considerandola un ser pensante como el hombre con inteligencia cerebro corazon y sensatez para llevar a cabodignamente las funciones de la vida y ser madre inspiradora y esposa cooperadora en la obra magna de educar una familia para el bien y el progreso de la sociedad que es el cojunto de familias y por ende de la humanidad que es el conjunto de sociedades esparcidas en las distintas y hermosas tierras de nuestro planeta mundo sideral que dios nos ha dado por morada para que lo embellezcamos con los adelantos de una pujante civilizacion y lo perfeccionemos con una vida moral y humana que nos conduzca por los luminosos senderos del bien y de la ciencia para que nuestras almas al desprenderse de esta tierra puedan seguir los caminos de luz por ese espacio infinito lleno de bellezas que de aqui vilumbramos y que son las moradas del padre de que nos hablabaana roque de duprey,198,15,0,15,0.0757575757575757,positiva,amor; bien; ciencia; civilizacion; despertar; educacion; hermosas; inteligencia; luz; progreso; superior; vida,
heraldo_000875,heraldo,875,educacion,inteligencia,"José de Diego habiendo pasado gran parte de su vida en aquella Europa, fuertemente saturada, hasta ha poco, de prejuicios medioevales y exaltada su imaginación por ese lirismo del cruzado, que rompía lanzas por su patria y por su dama; era feminista á su manera, ridiendo culto idolátrico a la mujer ideal, a la mujer santa á la mujer ángel a la mujer que, desgraciadamente, solo existía en su imaginación de poeta á la muier diosa de los sueños y leyendas, utopía de un pasado que se esfumó con el romanticismo: sin volver los ojos jamás a la mujer moderna, á la mujer de nuestros días, que ora trabajando, que piensa, que calcula, que vive su vida de lucha y de dolor, prestando el concurso de su inteligencia cultivada y el poderoso esfuerzo de su voluntad bien dirigida, a la causa santa, a la causa humana de la regeneración de los pueblos, por los senderos luminosos del deber y la justicia, para alcanzar los fines de paz y concordia de la civilización moderna.",jose de diego habiendo pasado gran parte de su vida en aquella europa fuertemente saturada hasta ha poco de prejuicios medioevales y exaltada su imaginacion por ese lirismo del cruzado que rompia lanzas por su patria y por su dama era feminista a su manera ridiendo culto idolatrico a la mujer ideal a la mujer santa a la mujer angel a la mujer que desgraciadamente solo existia en su imaginacion de poeta a la muier diosa de los suenos y leyendas utopia de un pasado que se esfumo con el romanticismo sin volver los ojos jamas a la mujer moderna a la mujer de nuestros dias que ora trabajando que piensa que calcula que vive su vida de lucha y de dolor prestando el concurso de su inteligencia cultivada y el poderoso esfuerzo de su voluntad bien dirigida a la causa santa a la causa humana de la regeneracion de los pueblos por los senderos luminosos del deber y la justicia para alcanzar los fines de paz y concordia de la civilizacion moderna,173,11,1,10,0.0578034682080924,positiva,bien; civilizacion; culto; inteligencia; justicia; moderna; paz; vida; voluntad,dolor
