sentence_id,documento,orden_frase,tema,keyword_detectada,frase_original,frase_normalizada,n_palabras,n_positivo,n_negativo,polaridad_bruta,polaridad_normalizada,etiqueta_polaridad,palabras_positivas_detectadas,palabras_negativas_detectadas
filipinas_000144,filipinas,144,educacion,escuela,"Su condición era peor que la del niño que comenza á aprender la cartilla, porque él tenía que deshacer todas las imágenes borrosas que había adquirido pacientemente en los siete años de escuela, cuando nadie sospechaba su mal.",su condicion era peor que la del nino que comenza a aprender la cartilla porque el tenia que deshacer todas las imagenes borrosas que habia adquirido pacientemente en los siete anos de escuela cuando nadie sospechaba su mal,38,0,1,-1,-0.0263157894736842,negativa,,mal
filipinas_000177,filipinas,177,educacion,escuela,Witmer la suma indispensable para la fundación de unn clinica y de un escuela-hospital en que puedan examinarse todos los niños de quienes se sospeche que su deficiencia en las escuelas es debida á alguna causa orgánica y recibir apropiado tratamiento los pobres.,witmer la suma indispensable para la fundacion de unn clinica y de un escuela hospital en que puedan examinarse todos los ninos de quienes se sospeche que su deficiencia en las escuelas es debida a alguna causa organica y recibir apropiado tratamiento los pobres,44,0,1,-1,-0.0227272727272727,negativa,,pobres
filipinas_001091,filipinas,1091,educacion,escuela,"Los niños de los sabios, como los de los analfábetos, nacen ignorantes, y lo que destruve su ignorancia, es la escuela, el estudio.",los ninos de los sabios como los de los analfabetos nacen ignorantes y lo que destruve su ignorancia es la escuela el estudio,23,0,1,-1,-0.0434782608695652,negativa,,ignorancia
filipinas_001450,filipinas,1450,educacion,ciencia,"Su salud decae cada día, en vancllos médicos la prodigan toda clase de medicamientos, Cuando la enfermedad moral es la que arraiga en un corazon sensible, entonces la ciencia es impotente ante el mal que sufre la paciente.",su salud decae cada dia en vancllos medicos la prodigan toda clase de medicamientos cuando la enfermedad moral es la que arraiga en un corazon sensible entonces la ciencia es impotente ante el mal que sufre la paciente,38,2,3,-1,-0.0263157894736842,negativa,ciencia; salud,enfermedad; mal; sufre
filipinas_000564,filipinas,564,educacion,lectura,"No es que leyera mal algunas voces y algunas veces, sino que las leía mal todas y siempre, aunque pusiera el mayor cuidado en la recitación de algún trozo de lectura predilecto.",no es que leyera mal algunas voces y algunas veces sino que las leia mal todas y siempre aunque pusiera el mayor cuidado en la recitacion de algun trozo de lectura predilecto,32,0,2,-2,-0.0625,negativa,,mal
filipinas_000034,filipinas,34,educacion,ciencia,"La ciencia se mostraba impotente ante el mal que padecía, Su enfermedad más bien era moral que fípica.",la ciencia se mostraba impotente ante el mal que padecia su enfermedad mas bien era moral que fipica,18,2,2,0,0.0,neutra,bien; ciencia,enfermedad; mal
filipinas_000036,filipinas,36,educacion,ciencia,Hay males que residen en el corazón y no hay ciencia que pueda curar los padecimientos de ese santuario del alma.,hay males que residen en el corazon y no hay ciencia que pueda curar los padecimientos de ese santuario del alma,21,2,2,0,0.0,neutra,alma; ciencia,males; padecimientos
filipinas_000072,filipinas,72,educacion,colegio,"Inmediatamente fueron echados al agua numerosos botes, y entre ellos uno tripulado por la directora de un colegio de señoritas y algunas de sus alumnas.",inmediatamente fueron echados al agua numerosos botes y entre ellos uno tripulado por la directora de un colegio de senoritas y algunas de sus alumnas,25,0,0,0,0.0,neutra,,
filipinas_000142,filipinas,142,educacion,lectura,La lectura es simplemente un proceso de reconocimiento por medio de las imágenes de las palabars almacenadas en la mente.,la lectura es simplemente un proceso de reconocimiento por medio de las imagenes de las palabars almacenadas en la mente,20,0,0,0,0.0,neutra,,
filipinas_000171,filipinas,171,educacion,escuela,"Dos benemeritas de la humanidad Terminación de la página 229 años en la escuela, porque, como en el caso de Gilman, se tienen que comenzar de nuevo los estudios para almacenar ideas y palabras en forma correcta, desbaciendo las anteriores impresiones defectuosas.",dos benemeritas de la humanidad terminacion de la pagina 229 anos en la escuela porque como en el caso de gilman se tienen que comenzar de nuevo los estudios para almacenar ideas y palabras en forma correcta desbaciendo las anteriores impresiones defectuosas,42,0,0,0,0.0,neutra,,
filipinas_000172,filipinas,172,educacion,instrucción,"Nuejas de los muestros á las autoridades de instrucción pública de Filadelfia, respecto á la deficiencia mental de algunos discípulos que estorbaban el adelanto de las clases permaneciendo retrasados en el primer año de estudio, indujeron á la Junta de Sanidad á una investigación científica y de 1267 niños examinados, de los calificados de incorregiblemente perezosos, la mayoría hizo rápidos progresos en sus estudios después de sometida á tratamiento.",nuejas de los muestros a las autoridades de instruccion publica de filadelfia respecto a la deficiencia mental de algunos discipulos que estorbaban el adelanto de las clases permaneciendo retrasados en el primer ano de estudio indujeron a la junta de sanidad a una investigacion cientifica y de 1267 ninos examinados de los calificados de incorregiblemente perezosos la mayoria hizo rapidos progresos en sus estudios despues de sometida a tratamiento,69,1,1,0,0.0,neutra,instruccion,sometida
filipinas_000579,filipinas,579,educacion,escuela,"Continación de la página 221 maestros antes de que el niño entrara á la escuela de la señorita Maguire, quien con bondad inagotable supo descubrir las cualidades intelectuales de su discípulo, que habían estado ocultas para otros, aunque no pudo modificar siquiera su defecto.",continacion de la pagina 221 maestros antes de que el nino entrara a la escuela de la senorita maguire quien con bondad inagotable supo descubrir las cualidades intelectuales de su discipulo que habian estado ocultas para otros aunque no pudo modificar siquiera su defecto,44,1,1,0,0.0,neutra,bondad,defecto
filipinas_000581,filipinas,581,educacion,lectura,"Witmer fué también extraordinaria, por ser la primera vez, en este país, en que se buscara á un psicólogo para obtener su diagnóstico sobre defectos de pronunciación y lectura.",witmer fue tambien extraordinaria por ser la primera vez en este pais en que se buscara a un psicologo para obtener su diagnostico sobre defectos de pronunciacion y lectura,29,0,0,0,0.0,neutra,,
filipinas_000587,filipinas,587,educacion,escuela,Había pasado siete años en la escuela sin que nadie descubriera que no podía ver.,habia pasado siete anos en la escuela sin que nadie descubriera que no podia ver,15,0,0,0,0.0,neutra,,
filipinas_000634,filipinas,634,educacion,ciencia,"La ciencia se mostraba impotente ante el mal que padecía, Su enfermedad más bien era moral que fípica.",la ciencia se mostraba impotente ante el mal que padecia su enfermedad mas bien era moral que fipica,18,2,2,0,0.0,neutra,bien; ciencia,enfermedad; mal
filipinas_000337,filipinas,337,educacion,educación,"El sistema de cianuro para reducir las gangas, fué traído aquí, de manera que se abandonaron casi completamente los métodos del patio; así es que únicamente uno de los antiguos ""patios"" está en operaTermina en la página 198 O el hombre se cree con la ciencia infusa, y hablamos de la más importante de las ciencias, la ciencia de la vida, la ciencia del corazon, la ciencia del sentimiento, ó necesita que su corazón, su inteligencia de niño, su razón de hombre se lo forme una madre, en cuyo caso mal podrá hacer todo esto un sér frivolo, ligero, incapaz de ocuparse de nada sério, cuya educación imperfecta no le permite comprender la alta mision que está llamada á llenar en el mundo.",el sistema de cianuro para reducir las gangas fue traido aqui de manera que se abandonaron casi completamente los metodos del patio asi es que unicamente uno de los antiguos patios esta en operatermina en la pagina 198 o el hombre se cree con la ciencia infusa y hablamos de la mas importante de las ciencias la ciencia de la vida la ciencia del corazon la ciencia del sentimiento o necesita que su corazon su inteligencia de nino su razon de hombre se lo forme una madre en cuyo caso mal podra hacer todo esto un ser frivolo ligero incapaz de ocuparse de nada serio cuya educacion imperfecta no le permite comprender la alta mision que esta llamada a llenar en el mundo,123,10,1,9,0.073170731707317,positiva,ciencia; ciencias; educacion; importante; inteligencia; razon; vida,mal
filipinas_000337,filipinas,337,educacion,ciencia,"El sistema de cianuro para reducir las gangas, fué traído aquí, de manera que se abandonaron casi completamente los métodos del patio; así es que únicamente uno de los antiguos ""patios"" está en operaTermina en la página 198 O el hombre se cree con la ciencia infusa, y hablamos de la más importante de las ciencias, la ciencia de la vida, la ciencia del corazon, la ciencia del sentimiento, ó necesita que su corazón, su inteligencia de niño, su razón de hombre se lo forme una madre, en cuyo caso mal podrá hacer todo esto un sér frivolo, ligero, incapaz de ocuparse de nada sério, cuya educación imperfecta no le permite comprender la alta mision que está llamada á llenar en el mundo.",el sistema de cianuro para reducir las gangas fue traido aqui de manera que se abandonaron casi completamente los metodos del patio asi es que unicamente uno de los antiguos patios esta en operatermina en la pagina 198 o el hombre se cree con la ciencia infusa y hablamos de la mas importante de las ciencias la ciencia de la vida la ciencia del corazon la ciencia del sentimiento o necesita que su corazon su inteligencia de nino su razon de hombre se lo forme una madre en cuyo caso mal podra hacer todo esto un ser frivolo ligero incapaz de ocuparse de nada serio cuya educacion imperfecta no le permite comprender la alta mision que esta llamada a llenar en el mundo,123,10,1,9,0.073170731707317,positiva,ciencia; ciencias; educacion; importante; inteligencia; razon; vida,mal
filipinas_000337,filipinas,337,educacion,inteligencia,"El sistema de cianuro para reducir las gangas, fué traído aquí, de manera que se abandonaron casi completamente los métodos del patio; así es que únicamente uno de los antiguos ""patios"" está en operaTermina en la página 198 O el hombre se cree con la ciencia infusa, y hablamos de la más importante de las ciencias, la ciencia de la vida, la ciencia del corazon, la ciencia del sentimiento, ó necesita que su corazón, su inteligencia de niño, su razón de hombre se lo forme una madre, en cuyo caso mal podrá hacer todo esto un sér frivolo, ligero, incapaz de ocuparse de nada sério, cuya educación imperfecta no le permite comprender la alta mision que está llamada á llenar en el mundo.",el sistema de cianuro para reducir las gangas fue traido aqui de manera que se abandonaron casi completamente los metodos del patio asi es que unicamente uno de los antiguos patios esta en operatermina en la pagina 198 o el hombre se cree con la ciencia infusa y hablamos de la mas importante de las ciencias la ciencia de la vida la ciencia del corazon la ciencia del sentimiento o necesita que su corazon su inteligencia de nino su razon de hombre se lo forme una madre en cuyo caso mal podra hacer todo esto un ser frivolo ligero incapaz de ocuparse de nada serio cuya educacion imperfecta no le permite comprender la alta mision que esta llamada a llenar en el mundo,123,10,1,9,0.073170731707317,positiva,ciencia; ciencias; educacion; importante; inteligencia; razon; vida,mal
filipinas_000045,filipinas,45,educacion,educación,"De Marfil á la Continúa en la página 165 ""FILIPINAS"" 165 ABANICOS Porta abanicos Sombreros Costureros Hilos y Algodone BAZAR LA PUERTA DEL SOL 49 Escolta 49 GRAN SURTIDO EN Peinetas con y sin piedras Crepes-Postizos y Rizos La educación y la enseñanza en la mujer Continuación de la página 163 ner los principios en que debieran fundarse la educación y enseñanza de la mujer, esperando que otras ú otros, si conocen que nos hemos extraviado, corregirán luego nuestro trabajo y presentarán más acertados planes con objeto de procurar á la humanidad la mayor suma posible de dicha y placeres, y al progreso nuevas fuentes de prosperidad y desarrollo, objeto que es el único que acariciamos en nuestro deseo El ejercicio habitual de un órgano cualquiera á la vez que desarrolla, lo hace más fuerte. más vivo ó enérgico y produce el hábito ó la aptitud.",de marfil a la continua en la pagina 165 filipinas 165 abanicos porta abanicos sombreros costureros hilos y algodone bazar la puerta del sol 49 escolta 49 gran surtido en peinetas con y sin piedras crepes postizos y rizos la educacion y la ensenanza en la mujer continuacion de la pagina 163 ner los principios en que debieran fundarse la educacion y ensenanza de la mujer esperando que otras u otros si conocen que nos hemos extraviado corregiran luego nuestro trabajo y presentaran mas acertados planes con objeto de procurar a la humanidad la mayor suma posible de dicha y placeres y al progreso nuevas fuentes de prosperidad y desarrollo objeto que es el unico que acariciamos en nuestro deseo el ejercicio habitual de un organo cualquiera a la vez que desarrolla lo hace mas fuerte mas vivo o energico y produce el habito o la aptitud,147,8,0,8,0.0544217687074829,positiva,desarrollo; dicha; educacion; ensenanza; progreso; prosperidad,
filipinas_000045,filipinas,45,educacion,enseñanza,"De Marfil á la Continúa en la página 165 ""FILIPINAS"" 165 ABANICOS Porta abanicos Sombreros Costureros Hilos y Algodone BAZAR LA PUERTA DEL SOL 49 Escolta 49 GRAN SURTIDO EN Peinetas con y sin piedras Crepes-Postizos y Rizos La educación y la enseñanza en la mujer Continuación de la página 163 ner los principios en que debieran fundarse la educación y enseñanza de la mujer, esperando que otras ú otros, si conocen que nos hemos extraviado, corregirán luego nuestro trabajo y presentarán más acertados planes con objeto de procurar á la humanidad la mayor suma posible de dicha y placeres, y al progreso nuevas fuentes de prosperidad y desarrollo, objeto que es el único que acariciamos en nuestro deseo El ejercicio habitual de un órgano cualquiera á la vez que desarrolla, lo hace más fuerte. más vivo ó enérgico y produce el hábito ó la aptitud.",de marfil a la continua en la pagina 165 filipinas 165 abanicos porta abanicos sombreros costureros hilos y algodone bazar la puerta del sol 49 escolta 49 gran surtido en peinetas con y sin piedras crepes postizos y rizos la educacion y la ensenanza en la mujer continuacion de la pagina 163 ner los principios en que debieran fundarse la educacion y ensenanza de la mujer esperando que otras u otros si conocen que nos hemos extraviado corregiran luego nuestro trabajo y presentaran mas acertados planes con objeto de procurar a la humanidad la mayor suma posible de dicha y placeres y al progreso nuevas fuentes de prosperidad y desarrollo objeto que es el unico que acariciamos en nuestro deseo el ejercicio habitual de un organo cualquiera a la vez que desarrolla lo hace mas fuerte mas vivo o energico y produce el habito o la aptitud,147,8,0,8,0.0544217687074829,positiva,desarrollo; dicha; educacion; ensenanza; progreso; prosperidad,
filipinas_000646,filipinas,646,educacion,educación,"De Marfil á la Continúa en la página 166 GRAN SURTIDO EN BAZAR ABANICOS PINAS CA PORA ADALICO y SIA PETA LA PUERIA DE SOL SmbTOS COSTEPOS Y RIOS 4 Escolta 49 TOSYATAGO CePAPOSITO FILIPINAS"" Una Ciudad de Suenos La educación y la ensenanza en la mujer Continuación de la página 104 Continuación de la página 103 ner los principios en que debieran fundarse la educación y enseñanza de la mujer, esperando que otras ú otros, si conocen que nos hemos extraviado, corregirán luego nuestro trabajo y presentarán más acertados planes con objeto de procurar á la humanidad la mayor suma posible de dicha y placeres, y al progreso nuevas fuentes de prosperidad y desarrollo, objeto que es el único que acariciamos en nuestro deseo El ejercicio habitual de un órgano cualquiera á la vez que desarrolla, lo hace más fuerte. más vivo ó enérgico y produce el hábito ó la aptitud.",de marfil a la continua en la pagina 166 gran surtido en bazar abanicos pinas ca pora adalico y sia peta la pueria de sol smbtos costepos y rios 4 escolta 49 tosyatago cepaposito filipinas una ciudad de suenos la educacion y la ensenanza en la mujer continuacion de la pagina 104 continuacion de la pagina 103 ner los principios en que debieran fundarse la educacion y ensenanza de la mujer esperando que otras u otros si conocen que nos hemos extraviado corregiran luego nuestro trabajo y presentaran mas acertados planes con objeto de procurar a la humanidad la mayor suma posible de dicha y placeres y al progreso nuevas fuentes de prosperidad y desarrollo objeto que es el unico que acariciamos en nuestro deseo el ejercicio habitual de un organo cualquiera a la vez que desarrolla lo hace mas fuerte mas vivo o energico y produce el habito o la aptitud,152,8,0,8,0.0526315789473684,positiva,desarrollo; dicha; educacion; ensenanza; progreso; prosperidad,
filipinas_000646,filipinas,646,educacion,enseñanza,"De Marfil á la Continúa en la página 166 GRAN SURTIDO EN BAZAR ABANICOS PINAS CA PORA ADALICO y SIA PETA LA PUERIA DE SOL SmbTOS COSTEPOS Y RIOS 4 Escolta 49 TOSYATAGO CePAPOSITO FILIPINAS"" Una Ciudad de Suenos La educación y la ensenanza en la mujer Continuación de la página 104 Continuación de la página 103 ner los principios en que debieran fundarse la educación y enseñanza de la mujer, esperando que otras ú otros, si conocen que nos hemos extraviado, corregirán luego nuestro trabajo y presentarán más acertados planes con objeto de procurar á la humanidad la mayor suma posible de dicha y placeres, y al progreso nuevas fuentes de prosperidad y desarrollo, objeto que es el único que acariciamos en nuestro deseo El ejercicio habitual de un órgano cualquiera á la vez que desarrolla, lo hace más fuerte. más vivo ó enérgico y produce el hábito ó la aptitud.",de marfil a la continua en la pagina 166 gran surtido en bazar abanicos pinas ca pora adalico y sia peta la pueria de sol smbtos costepos y rios 4 escolta 49 tosyatago cepaposito filipinas una ciudad de suenos la educacion y la ensenanza en la mujer continuacion de la pagina 104 continuacion de la pagina 103 ner los principios en que debieran fundarse la educacion y ensenanza de la mujer esperando que otras u otros si conocen que nos hemos extraviado corregiran luego nuestro trabajo y presentaran mas acertados planes con objeto de procurar a la humanidad la mayor suma posible de dicha y placeres y al progreso nuevas fuentes de prosperidad y desarrollo objeto que es el unico que acariciamos en nuestro deseo el ejercicio habitual de un organo cualquiera a la vez que desarrolla lo hace mas fuerte mas vivo o energico y produce el habito o la aptitud,152,8,0,8,0.0526315789473684,positiva,desarrollo; dicha; educacion; ensenanza; progreso; prosperidad,
filipinas_001897,filipinas,1897,educacion,escuela,"Fomentarán este amor tu afición á la lectura de la vida de nuestros héroes, la generosidad de tu alma, este sentimiento magnánimo que consiste en amar el bienestar y la felicidad de los otros, cual se ama el suyo, y perfeccionase hasta tal punto este sentimiento que llegue al heróico grado de desear la felicidad de los demás á costa del sacrificio propio. -Y hubo ya alguien que asi amara á la Pátria? -Sí. -¿Quién es? -Rizal; nuestro héroe, nuestro maestro en la escuela del patriotismo. —Prosigue, mi querida hermana.",fomentaran este amor tu aficion a la lectura de la vida de nuestros heroes la generosidad de tu alma este sentimiento magnanimo que consiste en amar el bienestar y la felicidad de los otros cual se ama el suyo y perfeccionase hasta tal punto este sentimiento que llegue al heroico grado de desear la felicidad de los demas a costa del sacrificio propio y hubo ya alguien que asi amara a la patria si quien es rizal nuestro heroe nuestro maestro en la escuela del patriotismo prosigue mi querida hermana,90,8,0,8,0.0888888888888888,positiva,alma; amar; amor; bienestar; felicidad; heroico; vida,
filipinas_001897,filipinas,1897,educacion,lectura,"Fomentarán este amor tu afición á la lectura de la vida de nuestros héroes, la generosidad de tu alma, este sentimiento magnánimo que consiste en amar el bienestar y la felicidad de los otros, cual se ama el suyo, y perfeccionase hasta tal punto este sentimiento que llegue al heróico grado de desear la felicidad de los demás á costa del sacrificio propio. -Y hubo ya alguien que asi amara á la Pátria? -Sí. -¿Quién es? -Rizal; nuestro héroe, nuestro maestro en la escuela del patriotismo. —Prosigue, mi querida hermana.",fomentaran este amor tu aficion a la lectura de la vida de nuestros heroes la generosidad de tu alma este sentimiento magnanimo que consiste en amar el bienestar y la felicidad de los otros cual se ama el suyo y perfeccionase hasta tal punto este sentimiento que llegue al heroico grado de desear la felicidad de los demas a costa del sacrificio propio y hubo ya alguien que asi amara a la patria si quien es rizal nuestro heroe nuestro maestro en la escuela del patriotismo prosigue mi querida hermana,90,8,0,8,0.0888888888888888,positiva,alma; amar; amor; bienestar; felicidad; heroico; vida,
filipinas_000093,filipinas,93,educacion,educación,"LA MEJOR RIOUEZA PARA LA MUJER ES UNA SOLIDA EDUCACION Bien quisiéramos que el desarrollo de nuestro pensamiento sobre esta materia de actual interés, correspondiera á la magnitud de nuestros deseos; y que para llevar al ánimo de nuestras lectoras la persuación que existe en el nuestro. se nos ocurrieran razones de tanto peso, y argumentos tan al alcance de todas que ninguna, cualquiera que fuese la clase ó posición que en la sociedad ocupase, se crevese desobligada de adquirir un caudal de conocimientos en mil ocasiones, más útil que en los intereses materiales con los que ilustrará su inteligencia para hacer frente á los azares de la exisdencia, que el incierto porvenir en mayor ó menor escala á cada una reserva, No todas pueden ofrcer á aquel á quien. entregando el corazón, árbitro de los destinos de su vida grandes ó pequeñas fortunas, ni aportar al matrimonio el oro que brilla ni la pedrería que deslumbra; porque esto no está al alcance sino de un reducido número.",la mejor rioueza para la mujer es una solida educacion bien quisieramos que el desarrollo de nuestro pensamiento sobre esta materia de actual interes correspondiera a la magnitud de nuestros deseos y que para llevar al animo de nuestras lectoras la persuacion que existe en el nuestro se nos ocurrieran razones de tanto peso y argumentos tan al alcance de todas que ninguna cualquiera que fuese la clase o posicion que en la sociedad ocupase se crevese desobligada de adquirir un caudal de conocimientos en mil ocasiones mas util que en los intereses materiales con los que ilustrara su inteligencia para hacer frente a los azares de la exisdencia que el incierto porvenir en mayor o menor escala a cada una reserva no todas pueden ofrcer a aquel a quien entregando el corazon arbitro de los destinos de su vida grandes o pequenas fortunas ni aportar al matrimonio el oro que brilla ni la pedreria que deslumbra porque esto no esta al alcance sino de un reducido numero,168,8,1,7,0.0416666666666666,positiva,bien; desarrollo; educacion; inteligencia; mejor; porvenir; util; vida,peso
filipinas_001513,filipinas,1513,feminismo,derechos de la mujer,"Los deberes y derechos de la mujer en el hogar, son muy santos y sublimes; idichosas las que puedan cumplirlas exactamente! Y si por circunstancias imprevistas se vieran los padres de alguno de ambos en la imposibilidad de vivir solos, la mujer está llamada á darles asilo, alimentarles y sostenerles en sus nachaques y demás necesidades.",los deberes y derechos de la mujer en el hogar son muy santos y sublimes idichosas las que puedan cumplirlas exactamente y si por circunstancias imprevistas se vieran los padres de alguno de ambos en la imposibilidad de vivir solos la mujer esta llamada a darles asilo alimentarles y sostenerles en sus nachaques y demas necesidades,56,0,0,0,0.0,neutra,,
filipinas_000511,filipinas,511,hogar,hijos,"Tú recuerdo solo vive en el corazon de tu esposo é hijos, que, apesar del poder destructor de la Muerte no lo ha podido extinguir ni lo conseguirá jamás.",tu recuerdo solo vive en el corazon de tu esposo e hijos que apesar del poder destructor de la muerte no lo ha podido extinguir ni lo conseguira jamas,29,0,1,-1,-0.0344827586206896,negativa,,muerte
