sentence_id,documento,orden_frase,frase_original,frase_normalizada,n_palabras,n_positivo,n_negativo,polaridad_bruta,polaridad_normalizada,etiqueta_polaridad,palabras_positivas_detectadas,palabras_negativas_detectadas
femina_000029,femina,29,"Mas, por encima de esos poderosos obstáculos y despojadas de las presunciones de ser escritoras, hemos resuelto fundar esta Revista, cuyas páginas ofrecerán extenso campo al desenvolvimiento intelectual de la mujer dominicana, de esa humilde y abnegada mujer sobre la cual pesa el grave deber de formar un hogar verdaderamente civilizado, para mas tarde poder llegar á la sociedad hombres conscientemente patriotas.",mas por encima de esos poderosos obstaculos y despojadas de las presunciones de ser escritoras hemos resuelto fundar esta revista cuyas paginas ofreceran extenso campo al desenvolvimiento intelectual de la mujer dominicana de esa humilde y abnegada mujer sobre la cual pesa el grave deber de formar un hogar verdaderamente civilizado para mas tarde poder llegar a la sociedad hombres conscientemente patriotas,62,0,1,-1,-0.016129032258064516,negativa,,obstaculos
femina_000030,femina,30,La hora que atravesamos es decisiva.,la hora que atravesamos es decisiva,6,0,0,0,0.0,neutra,,
femina_000031,femina,31,"Evolución o Muerte, dice á nuestro oído una voz imperiosa.",evolucion o muerte dice a nuestro oido una voz imperiosa,10,0,1,-1,-0.1,negativa,,muerte
femina_000032,femina,32,"Y, ¿quién mas obligado, quién mas autorizado que nuestra inteligente mujer, á llevar al hogar este hermoso idéal y a cristalizarlo? La mujer es, por su sensible condición espiritual la llamada á señalar á la generación que se levanta en medio á esta desoladora condición político - social que atraviesa nuestra Patria, el derrotero salvador.",y quien mas obligado quien mas autorizado que nuestra inteligente mujer a llevar al hogar este hermoso ideal y a cristalizarlo la mujer es por su sensible condicion espiritual la llamada a senalar a la generacion que se levanta en medio a esta desoladora condicion politico social que atraviesa nuestra patria el derrotero salvador,54,2,0,2,0.037037037037037035,positiva,hermoso; inteligente,
femina_000033,femina,33,"Sí, la mujer.",si la mujer,3,0,0,0,0.0,neutra,,
femina_000034,femina,34,¿Cómo? Pues de modo sencillo; estableciendo institucciones femeninas que tengan el único proposito de llevar á los hogares la chispa luminosa de la Civilización envuelta en el dulce aliento de la madre.,como pues de modo sencillo estableciendo institucciones femeninas que tengan el unico proposito de llevar a los hogares la chispa luminosa de la civilizacion envuelta en el dulce aliento de la madre,32,4,0,4,0.125,positiva,aliento; civilizacion; dulce; luminosa,
femina_000035,femina,35,"Incuestionablemente, la carencia de una educación cívica eficiente, en nuestros hogares, ha producido el derrumbe del edificio de nuestra nacionalidad Solo una paciente e inteligente labor reconstructora podrá levantar el edificio inconscientemente arruinado.",incuestionablemente la carencia de una educacion civica eficiente en nuestros hogares ha producido el derrumbe del edificio de nuestra nacionalidad solo una paciente e inteligente labor reconstructora podra levantar el edificio inconscientemente arruinado,33,3,1,2,0.06060606060606061,positiva,educacion; eficiente; inteligente,derrumbe
femina_000036,femina,36,"Toca á la mujer el desempeño de tan delicada e importante misión, y hora es ya. de que se labore con perseverancia por el establecimiento de nociones prácticas de civismo en el santuario puro del hogar.",toca a la mujer el desempeno de tan delicada e importante mision y hora es ya de que se labore con perseverancia por el establecimiento de nociones practicas de civismo en el santuario puro del hogar,36,3,0,3,0.08333333333333333,positiva,delicada; importante; puro,
femina_000037,femina,37,"Reconfortémos pues, nuestro proposito con el balsamo sublime de la voluntad: opongamos nuestro glorioso escudo ante los abrojos que se interpongan en la senda tortuosa, y caminemos con decidido empeño por llegar triunfantes hasta el anhelado alcázar de la Libertad, pináculo de nuestras aspiraciones, para provecho y ventura de nuestra amada tierra Quisqueyana.",reconfortemos pues nuestro proposito con el balsamo sublime de la voluntad opongamos nuestro glorioso escudo ante los abrojos que se interpongan en la senda tortuosa y caminemos con decidido empeno por llegar triunfantes hasta el anhelado alcazar de la libertad pinaculo de nuestras aspiraciones para provecho y ventura de nuestra amada tierra quisqueyana,53,6,1,5,0.09433962264150944,positiva,amada; glorioso; libertad; sublime; ventura; voluntad,tortuosa
femina_000038,femina,38,PETRONILA ANGELICA COMEZ. (Bisfalia) Fémina Página 4 ESCULTURA DE PARÍS Página5 NUEVO HORIZONTE.,petronila angelica comez bisfalia femina pagina 4 escultura de paris pagina5 nuevo horizonte,13,0,0,0,0.0,neutra,,
femina_000039,femina,39,"Fémina Como ave doliente que oculta el pico bajo el ala, mi humilde pluma, yacía silenciosa, abrumada por las negruras que nimban el cielo de la patria; mas en medio a las sombras, aparece radiante el bello sol de la idea, poblando con su potente luz el vasto horizonte de nuestros anhelos, y, hela aquí, fiel intérprete de esta nueva aurora, como despierta, mitigada por la esperanza de risueño amanecer.",femina como ave doliente que oculta el pico bajo el ala mi humilde pluma yacia silenciosa abrumada por las negruras que nimban el cielo de la patria mas en medio a las sombras aparece radiante el bello sol de la idea poblando con su potente luz el vasto horizonte de nuestros anhelos y hela aqui fiel interprete de esta nueva aurora como despierta mitigada por la esperanza de risueno amanecer,70,5,2,3,0.04285714285714286,positiva,bello; despierta; esperanza; luz; radiante,doliente; sombras
femina_000040,femina,40,"La mujer dominicana, medianamente culta, pero dotada de elevadas aspiraciones ha soñado crearse un sitio de preferencia en el mundo de las letras, y da empuje a este pensamiento lanzándose al árido campo del periodismo, para expandir, su espíritu sediento de saber.",la mujer dominicana medianamente culta pero dotada de elevadas aspiraciones ha sonado crearse un sitio de preferencia en el mundo de las letras y da empuje a este pensamiento lanzandose al arido campo del periodismo para expandir su espiritu sediento de saber,42,2,0,2,0.047619047619047616,positiva,culta; saber,
femina_000041,femina,41,"Y, bajo el palio glorioso del pabellón cruzado recorre el jardín encantador de sus ensueños, seleccionando sus flores predilectas para formar el exquisito ramillete que arrojará a las plantas de la diosa Minerva como simbólica salutación.",y bajo el palio glorioso del pabellon cruzado recorre el jardin encantador de sus ensuenos seleccionando sus flores predilectas para formar el exquisito ramillete que arrojara a las plantas de la diosa minerva como simbolica salutacion,36,3,0,3,0.08333333333333333,positiva,encantador; exquisito; glorioso,
femina_000042,femina,42,"Ella, como el mágico Moisés de la sagrada leyenda, al dar con su vara en la dura roca, hizo brotar como rico maná que dará sustento á su cerebro, oscurecido por la lucha diaria de las faenas del hogar, la dulce ""FEMINA"", valiosa egida que tomará en la lid civilizadora, honroso galardón que ostentará con orgullo su erguida frente, gallardo estandarte de la mas loable institución, que llevará elocuente, el eco de su voz, del uno al otro confín, y hará saber al mundo, que ella sabe luchar y triunfar, apartando animosa los escollos del camino, para ascender triunfante á la cima de su ideal de libertad y gloria! ¡Amadas compañeras! para vosotras va un fraternal abrazo, exortándoos a proseguir sin desmayos en vuestra noble senda y lanzaremos en no lejano día el triunfal grito de la emancipación de nuestro derecho. que iluminará nuestras almas con el rayo. divino de la antorcha portentosa de la Libertad, y habremos conquistado el laurel de la Victoria! CONSUELO M.",ella como el magico moises de la sagrada leyenda al dar con su vara en la dura roca hizo brotar como rico mana que dara sustento a su cerebro oscurecido por la lucha diaria de las faenas del hogar la dulce femina valiosa egida que tomara en la lid civilizadora honroso galardon que ostentara con orgullo su erguida frente gallardo estandarte de la mas loable institucion que llevara elocuente el eco de su voz del uno al otro confin y hara saber al mundo que ella sabe luchar y triunfar apartando animosa los escollos del camino para ascender triunfante a la cima de su ideal de libertad y gloria amadas companeras para vosotras va un fraternal abrazo exortandoos a proseguir sin desmayos en vuestra noble senda y lanzaremos en no lejano dia el triunfal grito de la emancipacion de nuestro derecho que iluminara nuestras almas con el rayo divino de la antorcha portentosa de la libertad y habremos conquistado el laurel de la victoria consuelo m,166,13,1,12,0.07228915662650602,positiva,consuelo; dulce; fraternal; gloria; honroso; libertad; noble; saber; sagrada; triunfante; triunfar; victoria,dura
femina_000043,femina,43,"DE FRIAS. (Magnolia) Julio 4 de 1922, San Pedro de Macoris.",de frias magnolia julio 4 de 1922 san pedro de macoris,11,0,0,0,0.0,neutra,,
femina_000044,femina,44,"DISCURSO Página 6 Del Profesor PATIN MACEO en la velada celebrada en honor del poeta FABIO FIALLO, en el teatro Colón de la ciudad de Santo Domingo.",discurso pagina 6 del profesor patin maceo en la velada celebrada en honor del poeta fabio fiallo en el teatro colon de la ciudad de santo domingo,27,1,0,1,0.037037037037037035,positiva,honor,
femina_000045,femina,45,"Señores: Ha querido el mui noble y gallardo amigo Fabio Fiallo que sea yo quien haga su presentación a vosotros esta noche de fiesta espiritual y galante, esta noche en que se rinde férvido y acendrado culto á la Patria y la Belleza.",senores ha querido el mui noble y gallardo amigo fabio fiallo que sea yo quien haga su presentacion a vosotros esta noche de fiesta espiritual y galante esta noche en que se rinde fervido y acendrado culto a la patria y la belleza,43,3,0,3,0.06976744186046512,positiva,belleza; culto; noble,
femina_000046,femina,46,"Lo ha querido el cordial, el noble amigo, y no he vacilado en satisfacer a su deseo, que agradezco, en extremo, porque tengo para mí que es elocuente señal de una distinción altísima.",lo ha querido el cordial el noble amigo y no he vacilado en satisfacer a su deseo que agradezco en extremo porque tengo para mi que es elocuente senal de una distincion altisima,33,1,0,1,0.030303030303030304,positiva,noble,
femina_000047,femina,47,"¡Cuánta honra para mí el presentaros a vosotros, gentiles damas de mi tierra, al bardo generoso en cuyos versos, delicados y blandos, hai la música de vuestras risas embrujadoras, y el resplandor como de luceros que derraman vuestras pupilas candorosas, y la fragancia de vuestros rutilantes y finos cabellos, y el inefable ritmo de vuestros pasos, y la melancolía de vuestras almas de paloma, de lirios, de muñecas! ¡Cuánta honra para mí, hermanos míos, en la servidumbre y en el ansia loca de libertad, el presentaros a este animoso y leal paladín de la República, a este cumplido y valiente caballero que ha empeñado singulares combates por su divina Dulcinea en cautivério!....",cuanta honra para mi el presentaros a vosotros gentiles damas de mi tierra al bardo generoso en cuyos versos delicados y blandos hai la musica de vuestras risas embrujadoras y el resplandor como de luceros que derraman vuestras pupilas candorosas y la fragancia de vuestros rutilantes y finos cabellos y el inefable ritmo de vuestros pasos y la melancolia de vuestras almas de paloma de lirios de munecas cuanta honra para mi hermanos mios en la servidumbre y en el ansia loca de libertad el presentaros a este animoso y leal paladin de la republica a este cumplido y valiente caballero que ha empenado singulares combates por su divina dulcinea en cautiverio,112,5,3,2,0.017857142857142856,positiva,generoso; honra; libertad; valiente,cautiverio; melancolia; servidumbre
femina_000048,femina,48,"Ya va para seis años que el vendaval del imperialismo yanqui derribó nuestras instituciones; ya va para seis años q. eclipsado el sol de la soberanía, vivimos a la sombra de la esclavitud doliente y bochornosa; ya ya para seis años q. la Patria, sangrienta y angustiada, llama hora tras hora a la puerta de cada un corazón dominicano, y ya va para seis años que por encima del clamor de un pueblo torturado, y más recia que el resonar de las cadenas y el chasquido del látigo, se oye la voz viril y airada del poeta; la voz de rebeldía del patriota irreductible; la voz de protesta de un hombre que ama la libertad más que la vida.",ya va para seis anos que el vendaval del imperialismo yanqui derribo nuestras instituciones ya va para seis anos q eclipsado el sol de la soberania vivimos a la sombra de la esclavitud doliente y bochornosa ya ya para seis anos q la patria sangrienta y angustiada llama hora tras hora a la puerta de cada un corazon dominicano y ya va para seis anos que por encima del clamor de un pueblo torturado y mas recia que el resonar de las cadenas y el chasquido del latigo se oye la voz viril y airada del poeta la voz de rebeldia del patriota irreductible la voz de protesta de un hombre que ama la libertad mas que la vida,119,2,9,-7,-0.058823529411764705,negativa,libertad; vida,angustiada; bochornosa; cadenas; derribo; doliente; esclavitud; imperialismo; rebeldia; torturado
femina_000049,femina,49,"¿Habrá mejores credenciales, decidme, para merecer la veneración, la gratitud y el homenaje de un pueblo.",habra mejores credenciales decidme para merecer la veneracion la gratitud y el homenaje de un pueblo,16,1,0,1,0.0625,positiva,merecer,
femina_000050,femina,50,"Yo creo que no! Para hacerte justicia, patriota insigne y egregio poeta, es necesario decir que en esta hora infausta para la dignidad de la República, ¡delante de tí, nadie!, a tu lado, muy pocos! Por qué no eres mía? Para ""Fémina"" Por ti se enfloran mis jardines, i al calor virginal de tus miradas, se abren los eucarísticos jazmines que en mi alma sutil tienen moradas.",yo creo que no para hacerte justicia patriota insigne y egregio poeta es necesario decir que en esta hora infausta para la dignidad de la republica delante de ti nadie a tu lado muy pocos por que no eres mia para femina por ti se enfloran mis jardines i al calor virginal de tus miradas se abren los eucaristicos jazmines que en mi alma sutil tienen moradas,67,3,0,3,0.04477611940298507,positiva,alma; dignidad; justicia,
femina_000051,femina,51,"Rompe el silencio de mi triste exilio el poema celestial de tu presencia; ¡cuánto diera, por un tierno idilio, para la dulce quietud de mi conciencia! La nieve de la ausencia que hace merma, que se entra por el alma y que me enferma hace mas honda mi cruel melancolía.",rompe el silencio de mi triste exilio el poema celestial de tu presencia cuanto diera por un tierno idilio para la dulce quietud de mi conciencia la nieve de la ausencia que hace merma que se entra por el alma y que me enferma hace mas honda mi cruel melancolia,50,2,4,-2,-0.04,negativa,alma; dulce,cruel; enferma; melancolia; triste
femina_000052,femina,52,"La esperanza, el reir... todo se trunca, cuando pienso en tu boca suave y pía que no ha de ser para mi beso nunca....",la esperanza el reir todo se trunca cuando pienso en tu boca suave y pia que no ha de ser para mi beso nunca,24,1,0,1,0.041666666666666664,positiva,esperanza,
femina_000056,femina,56,"Página7 ¡AVANTE! Fémina No es únicamente desarrollando sus fuerzas físicas, como llegan los pueblos a ser prósperos y felices.",pagina7 avante femina no es unicamente desarrollando sus fuerzas fisicas como llegan los pueblos a ser prosperos y felices,19,1,0,1,0.05263157894736842,positiva,felices,
femina_000057,femina,57,El perfecto adelantamiento de la sociedad requiere el saludable desarrollo de las fuerzas morales é intelectuales.,el perfecto adelantamiento de la sociedad requiere el saludable desarrollo de las fuerzas morales e intelectuales,16,2,0,2,0.125,positiva,desarrollo; saludable,
femina_000058,femina,58,"Y concurren a esta obra de bien general, al calor de la cual los pueblos se desarrollan sanos y conscientes, la sana y edificadora prédica del hogar, la palabra autorizada del maestro en el ejercicio de su gran apostolado, la consagración a la lectura de obras que nos hagan pensar y sentir al tratar de leer entre líneas el fundamento de cada idea que el autor desenvuelve, la Prensa, sí, la Prensa, esa alta Tribuna, la mas alta de todas, desde donde la palabra reposada va plasmando poco a poco en la conciencia del pueblo, las costumbres, las creencias y hasta los mismos sentimientos de amor que profesamos á la Patria y la familia.",y concurren a esta obra de bien general al calor de la cual los pueblos se desarrollan sanos y conscientes la sana y edificadora predica del hogar la palabra autorizada del maestro en el ejercicio de su gran apostolado la consagracion a la lectura de obras que nos hagan pensar y sentir al tratar de leer entre lineas el fundamento de cada idea que el autor desenvuelve la prensa si la prensa esa alta tribuna la mas alta de todas desde donde la palabra reposada va plasmando poco a poco en la conciencia del pueblo las costumbres las creencias y hasta los mismos sentimientos de amor que profesamos a la patria y la familia,114,3,0,3,0.02631578947368421,positiva,amor; bien; sana,
femina_000059,femina,59,"A esa obra de verdadera cultura viene a sumarse ""FÉMINA"" por virtud de una de esas aspiraciones justísimas que viven en el alma de la mujer.",a esa obra de verdadera cultura viene a sumarse femina por virtud de una de esas aspiraciones justisimas que viven en el alma de la mujer,26,3,0,3,0.11538461538461539,positiva,alma; cultura; virtud,
femina_000060,femina,60,"Viene a sumarse, sí, a esas actividades morales é intelectuales en cuya consagración hanse levantado muchos pueblos de América, al nivel de las mas afamadas sociedades europeas.",viene a sumarse si a esas actividades morales e intelectuales en cuya consagracion hanse levantado muchos pueblos de america al nivel de las mas afamadas sociedades europeas,27,0,0,0,0.0,neutra,,
femina_000061,femina,61,"Viene ""FÉMINA"", abiertas sus páginas a los sentimientos y las ideas de la mujer, alejada, podemos decir, de los dominios de la vida espiritualizada, a llenar un gran vacío y a brindar á nuestras mujeres una valiosísima oportunidad para que se inicien en el campo luminoso de las letras y las artes.",viene femina abiertas sus paginas a los sentimientos y las ideas de la mujer alejada podemos decir de los dominios de la vida espiritualizada a llenar un gran vacio y a brindar a nuestras mujeres una valiosisima oportunidad para que se inicien en el campo luminoso de las letras y las artes,52,2,0,2,0.038461538461538464,positiva,luminoso; vida,
femina_000062,femina,62,La contextura moral de la mujer dominicana y su refinada espiritualidad la capacitan para cualquiera de las manifestaciones de la vida intelectiva.,la contextura moral de la mujer dominicana y su refinada espiritualidad la capacitan para cualquiera de las manifestaciones de la vida intelectiva,22,1,0,1,0.045454545454545456,positiva,vida,
femina_000063,femina,63,"Si es verdad q. su consagración a la vida del hogar la apartan, la mayor de las veces, de toda otra actividad; si es verdad que el cumplimiento del deber y las cuestiones de la vida íntima, le impiden abrirse paso y llegar triunfadora a los dominios esplendentes del saber, un mundo de virtudes atesora en su alma, abierta siempre a la caridad y al amor.",si es verdad q su consagracion a la vida del hogar la apartan la mayor de las veces de toda otra actividad si es verdad que el cumplimiento del deber y las cuestiones de la vida intima le impiden abrirse paso y llegar triunfadora a los dominios esplendentes del saber un mundo de virtudes atesora en su alma abierta siempre a la caridad y al amor,66,7,0,7,0.10606060606060606,positiva,alma; amor; caridad; saber; vida; virtudes,
femina_000064,femina,64,Nunca he sido partidario de las ideas que tienden a que la mujer abandone las ternuras del hogar para que alterne con los hombres en la vida intensificada de los negocios.,nunca he sido partidario de las ideas que tienden a que la mujer abandone las ternuras del hogar para que alterne con los hombres en la vida intensificada de los negocios,31,1,0,1,0.03225806451612903,positiva,vida,
